Node1	Node2	Sim	Node1Chrname	Node1Chr	Node2Chrname	Node2Chr
soff_lappurple_cm036155.1	sspo_npx_cm039581.1	0.14107764310572424	D01	Chr01	1C	Chr01
soff_lappurple_cm036156.1	sspo_npx_cm039581.1	0.13455887594351204	E01	Chr01	1C	Chr01
soff_lappurple_cm036154.1	sspo_npx_cm039581.1	0.12872186628536217	C01	Chr01	1C	Chr01
soff_lappurple_cm036152.1	sspo_npx_cm039581.1	0.12555639178582947	A01	Chr01	1C	Chr01
soff_lappurple_cm036153.1	sspo_npx_cm039581.1	0.12213390400489146	B01	Chr01	1C	Chr01
soff_lappurple_cm036158.1	sspo_npx_cm039581.1	0.11825499436960421	G01	Chr01	1C	Chr01
soff_lappurple_cm036159.1	sspo_npx_cm039581.1	0.11732420341136711	H01	Chr01	1C	Chr01
soff_lappurple_cm036157.1	sspo_npx_cm039581.1	0.09931650850448104	F01	Chr01	1C	Chr01
sspo_npx_cm039582.1	sspo_npx_cm039582.1	1.0	1D	Chr01	1D	Chr01
sspo_npx_cm039581.1	sspo_npx_cm039582.1	0.22162860999676787	1C	Chr01	1D	Chr01
sspo_npx_cm039580.1	sspo_npx_cm039582.1	0.2197798158392913	1B	Chr01	1D	Chr01
sspo_npx_cm039579.1	sspo_npx_cm039582.1	0.19679560410510116	1A	Chr01	1D	Chr01
sspo_ap85441_cm010685.1	sspo_npx_cm039582.1	0.1873120836837882	1C	Chr01	1D	Chr01
sspo_ap85441_cm010683.1	sspo_npx_cm039582.1	0.18211460768769092	1A	Chr01	1D	Chr01
sspo_ap85441_cm010684.1	sspo_npx_cm039582.1	0.17991977550915006	1B	Chr01	1D	Chr01
sspo_ap85441_cm010686.1	sspo_npx_cm039582.1	0.17145841012409388	1D	Chr01	1D	Chr01
soff_lappurple_cm036152.1	sspo_npx_cm039582.1	0.12213603012888802	A01	Chr01	1D	Chr01
soff_lappurple_cm036154.1	sspo_npx_cm039582.1	0.12105533295804496	C01	Chr01	1D	Chr01
soff_lappurple_cm036155.1	sspo_npx_cm039582.1	0.11657125864248011	D01	Chr01	1D	Chr01
soff_lappurple_cm036156.1	sspo_npx_cm039582.1	0.11360971009144216	E01	Chr01	1D	Chr01
soff_lappurple_cm036158.1	sspo_npx_cm039582.1	0.10740432976164443	G01	Chr01	1D	Chr01
soff_lappurple_cm036157.1	sspo_npx_cm039582.1	0.10250144516264649	F01	Chr01	1D	Chr01
soff_lappurple_cm036159.1	sspo_npx_cm039582.1	0.0993588265141381	H01	Chr01	1D	Chr01
soff_lappurple_cm036153.1	sspo_npx_cm039582.1	0.09813388426040287	B01	Chr01	1D	Chr01
sspo_npx_cm039583.1	sspo_npx_cm039583.1	1.0	2A	Chr02	2A	Chr02
sspo_npx_cm039586.1	sspo_npx_cm039583.1	0.2197206940330089	2D	Chr02	2A	Chr02
sspo_npx_cm039585.1	sspo_npx_cm039583.1	0.2116756441985733	2C	Chr02	2A	Chr02
sspo_npx_cm039584.1	sspo_npx_cm039583.1	0.2063968499870901	2B	Chr02	2A	Chr02
sspo_ap85441_cm010687.1	sspo_npx_cm039583.1	0.1639370625227467	2A	Chr02	2A	Chr02
sspo_ap85441_cm010688.1	sspo_npx_cm039583.1	0.16307086614173227	2B	Chr02	2A	Chr02
sspo_ap85441_cm010689.1	sspo_npx_cm039583.1	0.16143212447220776	2C	Chr02	2A	Chr02
sspo_ap85441_cm010690.1	sspo_npx_cm039583.1	0.1524820821666931	2D	Chr02	2A	Chr02
soff_lappurple_cm036160.1	sspo_npx_cm039583.1	0.13268244050432734	A02	Chr02	2A	Chr02
soff_lappurple_cm036163.1	sspo_npx_cm039583.1	0.12191141173903557	D02	Chr02	2A	Chr02
soff_lappurple_cm036162.1	sspo_npx_cm039583.1	0.11538758990487484	C02	Chr02	2A	Chr02
soff_lappurple_cm036164.1	sspo_npx_cm039583.1	0.11262034546226816	E02	Chr02	2A	Chr02
soff_lappurple_cm036165.1	sspo_npx_cm039583.1	0.11211254612546126	F02	Chr02	2A	Chr02
soff_lappurple_cm036161.1	sspo_npx_cm039583.1	0.10842283873523914	B02	Chr02	2A	Chr02
soff_lappurple_cm036166.1	sspo_npx_cm039583.1	0.09956105127669171	G02	Chr02	2A	Chr02
soff_lappurple_cm036167.1	sspo_npx_cm039583.1	0.08002323454531972	H02	Chr02	2A	Chr02
sspo_npx_cm039584.1	sspo_npx_cm039584.1	1.0	2B	Chr02	2B	Chr02
sspo_npx_cm039585.1	sspo_npx_cm039584.1	0.21816289582949383	2C	Chr02	2B	Chr02
sspo_npx_cm039583.1	sspo_npx_cm039584.1	0.2063968499870901	2A	Chr02	2B	Chr02
sspo_npx_cm039586.1	sspo_npx_cm039584.1	0.19733454000883457	2D	Chr02	2B	Chr02
sspo_ap85441_cm010687.1	sspo_npx_cm039584.1	0.16435593427508774	2A	Chr02	2B	Chr02
sspo_ap85441_cm010688.1	sspo_npx_cm039584.1	0.15919278474860032	2B	Chr02	2B	Chr02
sspo_ap85441_cm010689.1	sspo_npx_cm039584.1	0.15465357430058832	2C	Chr02	2B	Chr02
sspo_ap85441_cm010690.1	sspo_npx_cm039584.1	0.15154736593432555	2D	Chr02	2B	Chr02
soff_lappurple_cm036160.1	sspo_npx_cm039584.1	0.13130417826310473	A02	Chr02	2B	Chr02
soff_lappurple_cm036163.1	sspo_npx_cm039584.1	0.1190298406758009	D02	Chr02	2B	Chr02
soff_lappurple_cm036164.1	sspo_npx_cm039584.1	0.11749404854913278	E02	Chr02	2B	Chr02
soff_lappurple_cm036162.1	sspo_npx_cm039584.1	0.11210833775889538	C02	Chr02	2B	Chr02
soff_lappurple_cm036165.1	sspo_npx_cm039584.1	0.11182432109732451	F02	Chr02	2B	Chr02
soff_lappurple_cm036166.1	sspo_npx_cm039584.1	0.10233484079584815	G02	Chr02	2B	Chr02
soff_lappurple_cm036161.1	sspo_npx_cm039584.1	0.100629264326369	B02	Chr02	2B	Chr02
soff_lappurple_cm036167.1	sspo_npx_cm039584.1	0.08425605085584764	H02	Chr02	2B	Chr02
sspo_npx_cm039585.1	sspo_npx_cm039585.1	1.0	2C	Chr02	2C	Chr02
sspo_npx_cm039584.1	sspo_npx_cm039585.1	0.21816289582949383	2B	Chr02	2C	Chr02
sspo_npx_cm039583.1	sspo_npx_cm039585.1	0.2116756441985733	2A	Chr02	2C	Chr02
sspo_npx_cm039586.1	sspo_npx_cm039585.1	0.20772825643759998	2D	Chr02	2C	Chr02
sspo_ap85441_cm010687.1	sspo_npx_cm039585.1	0.16534127440695745	2A	Chr02	2C	Chr02
sspo_ap85441_cm010688.1	sspo_npx_cm039585.1	0.16528701435071755	2B	Chr02	2C	Chr02
sspo_ap85441_cm010689.1	sspo_npx_cm039585.1	0.15993969203391087	2C	Chr02	2C	Chr02
sspo_ap85441_cm010690.1	sspo_npx_cm039585.1	0.15642142768948547	2D	Chr02	2C	Chr02
soff_lappurple_cm036160.1	sspo_npx_cm039585.1	0.13950698268570147	A02	Chr02	2C	Chr02
soff_lappurple_cm036163.1	sspo_npx_cm039585.1	0.12693842545594566	D02	Chr02	2C	Chr02
soff_lappurple_cm036162.1	sspo_npx_cm039585.1	0.11891198843492927	C02	Chr02	2C	Chr02
soff_lappurple_cm036164.1	sspo_npx_cm039585.1	0.11806893123740714	E02	Chr02	2C	Chr02
soff_lappurple_cm036165.1	sspo_npx_cm039585.1	0.11565461565461566	F02	Chr02	2C	Chr02
soff_lappurple_cm036161.1	sspo_npx_cm039585.1	0.10451507882111034	B02	Chr02	2C	Chr02
soff_lappurple_cm036166.1	sspo_npx_cm039585.1	0.1030014093191227	G02	Chr02	2C	Chr02
soff_lappurple_cm036167.1	sspo_npx_cm039585.1	0.08694950998635405	H02	Chr02	2C	Chr02
sspo_npx_cm039586.1	sspo_npx_cm039586.1	1.0	2D	Chr02	2D	Chr02
sspo_npx_cm039583.1	sspo_npx_cm039586.1	0.2197206940330089	2A	Chr02	2D	Chr02
sspo_npx_cm039585.1	sspo_npx_cm039586.1	0.20772825643759998	2C	Chr02	2D	Chr02
sspo_npx_cm039584.1	sspo_npx_cm039586.1	0.19733454000883457	2B	Chr02	2D	Chr02
sspo_ap85441_cm010688.1	sspo_npx_cm039586.1	0.15931777441917683	2B	Chr02	2D	Chr02
sspo_ap85441_cm010687.1	sspo_npx_cm039586.1	0.15612428967047484	2A	Chr02	2D	Chr02
sspo_ap85441_cm010689.1	sspo_npx_cm039586.1	0.1558772859793268	2C	Chr02	2D	Chr02
sspo_ap85441_cm010690.1	sspo_npx_cm039586.1	0.1514383227693808	2D	Chr02	2D	Chr02
soff_lappurple_cm036160.1	sspo_npx_cm039586.1	0.13194336258676498	A02	Chr02	2D	Chr02
soff_lappurple_cm036163.1	sspo_npx_cm039586.1	0.11899873657612128	D02	Chr02	2D	Chr02
soff_lappurple_cm036164.1	sspo_npx_cm039586.1	0.11296410311320502	E02	Chr02	2D	Chr02
soff_lappurple_cm036165.1	sspo_npx_cm039586.1	0.1113807080172542	F02	Chr02	2D	Chr02
soff_lappurple_cm036162.1	sspo_npx_cm039586.1	0.11071154459765951	C02	Chr02	2D	Chr02
soff_lappurple_cm036161.1	sspo_npx_cm039586.1	0.10487604378488297	B02	Chr02	2D	Chr02
soff_lappurple_cm036166.1	sspo_npx_cm039586.1	0.09891269338842057	G02	Chr02	2D	Chr02
soff_lappurple_cm036167.1	sspo_npx_cm039586.1	0.08117748657680321	H02	Chr02	2D	Chr02
sspo_npx_cm039587.1	sspo_npx_cm039587.1	1.0	3A	Chr03	3A	Chr03
sspo_npx_cm039589.1	sspo_npx_cm039587.1	0.23001313485113836	3C	Chr03	3A	Chr03
sspo_npx_cm039590.1	sspo_npx_cm039587.1	0.22996716656313781	3D	Chr03	3A	Chr03
sspo_npx_cm039588.1	sspo_npx_cm039587.1	0.21139842049482047	3B	Chr03	3A	Chr03
sspo_ap85441_cm010693.1	sspo_npx_cm039587.1	0.1923044812256058	3C	Chr03	3A	Chr03
sspo_ap85441_cm010692.1	sspo_npx_cm039587.1	0.19204340334755496	3B	Chr03	3A	Chr03
sspo_ap85441_cm010694.1	sspo_npx_cm039587.1	0.18150126094051328	3D	Chr03	3A	Chr03
sspo_ap85441_cm010691.1	sspo_npx_cm039587.1	0.17934009299198925	3A	Chr03	3A	Chr03
soff_lappurple_cm036168.1	sspo_npx_cm039587.1	0.1344167139164112	A03	Chr03	3A	Chr03
soff_lappurple_cm036170.1	sspo_npx_cm039587.1	0.13258371553977413	C03	Chr03	3A	Chr03
soff_lappurple_cm036169.1	sspo_npx_cm039587.1	0.1260234821566507	B03	Chr03	3A	Chr03
soff_lappurple_cm036173.1	sspo_npx_cm039587.1	0.12000813752415827	F03	Chr03	3A	Chr03
soff_lappurple_cm036174.1	sspo_npx_cm039587.1	0.11827935036697529	G03	Chr03	3A	Chr03
soff_lappurple_cm036172.1	sspo_npx_cm039587.1	0.11445038693732021	E03	Chr03	3A	Chr03
soff_lappurple_cm036171.1	sspo_npx_cm039587.1	0.11402404575234659	D03	Chr03	3A	Chr03
soff_lappurple_cm036175.1	sspo_npx_cm039587.1	0.08023608809762824	H03	Chr03	3A	Chr03
sspo_npx_cm039588.1	sspo_npx_cm039588.1	1.0	3B	Chr03	3B	Chr03
sspo_npx_cm039589.1	sspo_npx_cm039588.1	0.22513185596770344	3C	Chr03	3B	Chr03
sspo_npx_cm039590.1	sspo_npx_cm039588.1	0.21876264974563756	3D	Chr03	3B	Chr03
sspo_npx_cm039587.1	sspo_npx_cm039588.1	0.21139842049482047	3A	Chr03	3B	Chr03
sspo_ap85441_cm010692.1	sspo_npx_cm039588.1	0.18729977931230868	3B	Chr03	3B	Chr03
sspo_ap85441_cm010691.1	sspo_npx_cm039588.1	0.18331618041882944	3A	Chr03	3B	Chr03
sspo_ap85441_cm010693.1	sspo_npx_cm039588.1	0.18185094792342468	3C	Chr03	3B	Chr03
sspo_ap85441_cm010694.1	sspo_npx_cm039588.1	0.16857799559766018	3D	Chr03	3B	Chr03
soff_lappurple_cm036168.1	sspo_npx_cm039588.1	0.12792777365526953	A03	Chr03	3B	Chr03
soff_lappurple_cm036170.1	sspo_npx_cm039588.1	0.12680239146574968	C03	Chr03	3B	Chr03
soff_lappurple_cm036169.1	sspo_npx_cm039588.1	0.11941781901931366	B03	Chr03	3B	Chr03
soff_lappurple_cm036173.1	sspo_npx_cm039588.1	0.11472188633615478	F03	Chr03	3B	Chr03
soff_lappurple_cm036172.1	sspo_npx_cm039588.1	0.11424712214986997	E03	Chr03	3B	Chr03
soff_lappurple_cm036174.1	sspo_npx_cm039588.1	0.11279951471034273	G03	Chr03	3B	Chr03
soff_lappurple_cm036171.1	sspo_npx_cm039588.1	0.10779494726514594	D03	Chr03	3B	Chr03
sspo_npx_cm039589.1	sspo_npx_cm039589.1	1.0	3C	Chr03	3C	Chr03
sspo_npx_cm039590.1	sspo_npx_cm039589.1	0.24243545947775322	3D	Chr03	3C	Chr03
sspo_npx_cm039587.1	sspo_npx_cm039589.1	0.23001313485113836	3A	Chr03	3C	Chr03
sspo_npx_cm039588.1	sspo_npx_cm039589.1	0.22513185596770344	3B	Chr03	3C	Chr03
sspo_ap85441_cm010692.1	sspo_npx_cm039589.1	0.19976360492717665	3B	Chr03	3C	Chr03
sspo_ap85441_cm010693.1	sspo_npx_cm039589.1	0.1896492316173937	3C	Chr03	3C	Chr03
sspo_ap85441_cm010691.1	sspo_npx_cm039589.1	0.18491917201635627	3A	Chr03	3C	Chr03
sspo_ap85441_cm010694.1	sspo_npx_cm039589.1	0.17434883560541622	3D	Chr03	3C	Chr03
soff_lappurple_cm036170.1	sspo_npx_cm039589.1	0.13574415145874452	C03	Chr03	3C	Chr03
soff_lappurple_cm036168.1	sspo_npx_cm039589.1	0.13420937682003495	A03	Chr03	3C	Chr03
soff_lappurple_cm036169.1	sspo_npx_cm039589.1	0.12648911562759996	B03	Chr03	3C	Chr03
soff_lappurple_cm036174.1	sspo_npx_cm039589.1	0.12298038153988958	G03	Chr03	3C	Chr03
soff_lappurple_cm036173.1	sspo_npx_cm039589.1	0.12251474082125371	F03	Chr03	3C	Chr03
soff_lappurple_cm036172.1	sspo_npx_cm039589.1	0.116520656805017	E03	Chr03	3C	Chr03
soff_lappurple_cm036171.1	sspo_npx_cm039589.1	0.11359956574230924	D03	Chr03	3C	Chr03
soff_lappurple_cm036175.1	sspo_npx_cm039589.1	0.08031359473737568	H03	Chr03	3C	Chr03
sspo_npx_cm039590.1	sspo_npx_cm039590.1	1.0	3D	Chr03	3D	Chr03
sspo_npx_cm039589.1	sspo_npx_cm039590.1	0.24243545947775322	3C	Chr03	3D	Chr03
sspo_npx_cm039587.1	sspo_npx_cm039590.1	0.22996716656313781	3A	Chr03	3D	Chr03
sspo_npx_cm039588.1	sspo_npx_cm039590.1	0.21876264974563756	3B	Chr03	3D	Chr03
sspo_ap85441_cm010692.1	sspo_npx_cm039590.1	0.19536753332479484	3B	Chr03	3D	Chr03
sspo_ap85441_cm010693.1	sspo_npx_cm039590.1	0.19182952037626946	3C	Chr03	3D	Chr03
sspo_ap85441_cm010691.1	sspo_npx_cm039590.1	0.18215900083549347	3A	Chr03	3D	Chr03
sspo_ap85441_cm010694.1	sspo_npx_cm039590.1	0.17595664159230015	3D	Chr03	3D	Chr03
soff_lappurple_cm036170.1	sspo_npx_cm039590.1	0.13055241327300152	C03	Chr03	3D	Chr03
soff_lappurple_cm036168.1	sspo_npx_cm039590.1	0.13036055221030987	A03	Chr03	3D	Chr03
soff_lappurple_cm036169.1	sspo_npx_cm039590.1	0.12582548696794243	B03	Chr03	3D	Chr03
soff_lappurple_cm036174.1	sspo_npx_cm039590.1	0.11974685275073005	G03	Chr03	3D	Chr03
soff_lappurple_cm036173.1	sspo_npx_cm039590.1	0.11805521859381823	F03	Chr03	3D	Chr03
soff_lappurple_cm036172.1	sspo_npx_cm039590.1	0.11542262527613069	E03	Chr03	3D	Chr03
soff_lappurple_cm036171.1	sspo_npx_cm039590.1	0.1109881901303908	D03	Chr03	3D	Chr03
sspo_npx_cm039591.1	sspo_npx_cm039591.1	1.0	4A	Chr04	4A	Chr04
sspo_npx_cm039592.1	sspo_npx_cm039591.1	0.22205819031801685	4B	Chr04	4A	Chr04
sspo_npx_cm039593.1	sspo_npx_cm039591.1	0.2086188634942511	4C	Chr04	4A	Chr04
sspo_npx_cm039594.1	sspo_npx_cm039591.1	0.2010550338583561	4D	Chr04	4A	Chr04
sspo_ap85441_cm010697.1	sspo_npx_cm039591.1	0.19704598085187275	4C	Chr04	4A	Chr04
sspo_ap85441_cm010695.1	sspo_npx_cm039591.1	0.19173257827490992	4A	Chr04	4A	Chr04
sspo_ap85441_cm010696.1	sspo_npx_cm039591.1	0.19034419844917722	4B	Chr04	4A	Chr04
sspo_ap85441_cm010698.1	sspo_npx_cm039591.1	0.18578615782078592	4D	Chr04	4A	Chr04
soff_lappurple_cm036176.1	sspo_npx_cm039591.1	0.13299605640418433	A04	Chr04	4A	Chr04
soff_lappurple_cm036180.1	sspo_npx_cm039591.1	0.12722762087382322	E04	Chr04	4A	Chr04
soff_lappurple_cm036178.1	sspo_npx_cm039591.1	0.1258305391561928	C04	Chr04	4A	Chr04
soff_lappurple_cm036177.1	sspo_npx_cm039591.1	0.11463848402461212	B04	Chr04	4A	Chr04
soff_lappurple_cm036182.1	sspo_npx_cm039591.1	0.1134397274398171	G04	Chr04	4A	Chr04
soff_lappurple_cm036179.1	sspo_npx_cm039591.1	0.11318323099082708	D04	Chr04	4A	Chr04
soff_lappurple_cm036183.1	sspo_npx_cm039591.1	0.11253459674397805	H04	Chr04	4A	Chr04
soff_lappurple_cm036181.1	sspo_npx_cm039591.1	0.09568075541599837	F04	Chr04	4A	Chr04
sspo_npx_cm039592.1	sspo_npx_cm039592.1	1.0	4B	Chr04	4B	Chr04
sspo_npx_cm039591.1	sspo_npx_cm039592.1	0.22205819031801685	4A	Chr04	4B	Chr04
sspo_npx_cm039593.1	sspo_npx_cm039592.1	0.20594395397545004	4C	Chr04	4B	Chr04
sspo_npx_cm039594.1	sspo_npx_cm039592.1	0.20332770050695437	4D	Chr04	4B	Chr04
sspo_ap85441_cm010697.1	sspo_npx_cm039592.1	0.19257283691912036	4C	Chr04	4B	Chr04
sspo_ap85441_cm010696.1	sspo_npx_cm039592.1	0.19169806733924882	4B	Chr04	4B	Chr04
sspo_ap85441_cm010695.1	sspo_npx_cm039592.1	0.19141753891735677	4A	Chr04	4B	Chr04
sspo_ap85441_cm010698.1	sspo_npx_cm039592.1	0.1870625463186251	4D	Chr04	4B	Chr04
soff_lappurple_cm036180.1	sspo_npx_cm039592.1	0.12717425502269766	E04	Chr04	4B	Chr04
soff_lappurple_cm036176.1	sspo_npx_cm039592.1	0.12656726022301096	A04	Chr04	4B	Chr04
soff_lappurple_cm036178.1	sspo_npx_cm039592.1	0.12074247612182375	C04	Chr04	4B	Chr04
soff_lappurple_cm036182.1	sspo_npx_cm039592.1	0.11765324729976154	G04	Chr04	4B	Chr04
soff_lappurple_cm036179.1	sspo_npx_cm039592.1	0.11409675278661972	D04	Chr04	4B	Chr04
soff_lappurple_cm036183.1	sspo_npx_cm039592.1	0.11386769250173424	H04	Chr04	4B	Chr04
soff_lappurple_cm036177.1	sspo_npx_cm039592.1	0.1138055755319599	B04	Chr04	4B	Chr04
soff_lappurple_cm036181.1	sspo_npx_cm039592.1	0.096303261827799	F04	Chr04	4B	Chr04
sspo_npx_cm039593.1	sspo_npx_cm039593.1	1.0	4C	Chr04	4C	Chr04
sspo_npx_cm039591.1	sspo_npx_cm039593.1	0.2086188634942511	4A	Chr04	4C	Chr04
sspo_npx_cm039592.1	sspo_npx_cm039593.1	0.20594395397545004	4B	Chr04	4C	Chr04
sspo_npx_cm039594.1	sspo_npx_cm039593.1	0.19402093487380698	4D	Chr04	4C	Chr04
sspo_ap85441_cm010696.1	sspo_npx_cm039593.1	0.1825086393498652	4B	Chr04	4C	Chr04
sspo_ap85441_cm010695.1	sspo_npx_cm039593.1	0.18171821479580874	4A	Chr04	4C	Chr04
sspo_ap85441_cm010698.1	sspo_npx_cm039593.1	0.17348754448398576	4D	Chr04	4C	Chr04
sspo_ap85441_cm010697.1	sspo_npx_cm039593.1	0.17155329924339968	4C	Chr04	4C	Chr04
soff_lappurple_cm036182.1	sspo_npx_cm039593.1	0.11817187519201701	G04	Chr04	4C	Chr04
soff_lappurple_cm036180.1	sspo_npx_cm039593.1	0.11795219291071804	E04	Chr04	4C	Chr04
soff_lappurple_cm036176.1	sspo_npx_cm039593.1	0.11548286604361371	A04	Chr04	4C	Chr04
soff_lappurple_cm036178.1	sspo_npx_cm039593.1	0.1152921189656694	C04	Chr04	4C	Chr04
soff_lappurple_cm036177.1	sspo_npx_cm039593.1	0.10749010118785746	B04	Chr04	4C	Chr04
soff_lappurple_cm036179.1	sspo_npx_cm039593.1	0.1071416009098477	D04	Chr04	4C	Chr04
soff_lappurple_cm036183.1	sspo_npx_cm039593.1	0.10227332595753648	H04	Chr04	4C	Chr04
soff_lappurple_cm036181.1	sspo_npx_cm039593.1	0.09864287042201153	F04	Chr04	4C	Chr04
sspo_npx_cm039594.1	sspo_npx_cm039594.1	1.0	4D	Chr04	4D	Chr04
sspo_npx_cm039592.1	sspo_npx_cm039594.1	0.20332770050695437	4B	Chr04	4D	Chr04
sspo_npx_cm039591.1	sspo_npx_cm039594.1	0.2010550338583561	4A	Chr04	4D	Chr04
sspo_npx_cm039593.1	sspo_npx_cm039594.1	0.19402093487380698	4C	Chr04	4D	Chr04
sspo_ap85441_cm010696.1	sspo_npx_cm039594.1	0.17824679753475278	4B	Chr04	4D	Chr04
sspo_ap85441_cm010697.1	sspo_npx_cm039594.1	0.17794647296363217	4C	Chr04	4D	Chr04
sspo_ap85441_cm010695.1	sspo_npx_cm039594.1	0.17691031956236541	4A	Chr04	4D	Chr04
sspo_ap85441_cm010698.1	sspo_npx_cm039594.1	0.17057916073713542	4D	Chr04	4D	Chr04
soff_lappurple_cm036180.1	sspo_npx_cm039594.1	0.11943664564827174	E04	Chr04	4D	Chr04
soff_lappurple_cm036176.1	sspo_npx_cm039594.1	0.11657465919682088	A04	Chr04	4D	Chr04
soff_lappurple_cm036182.1	sspo_npx_cm039594.1	0.11263729660874372	G04	Chr04	4D	Chr04
soff_lappurple_cm036178.1	sspo_npx_cm039594.1	0.11174018944519622	C04	Chr04	4D	Chr04
soff_lappurple_cm036179.1	sspo_npx_cm039594.1	0.10772088087025736	D04	Chr04	4D	Chr04
soff_lappurple_cm036177.1	sspo_npx_cm039594.1	0.10314147982788184	B04	Chr04	4D	Chr04
soff_lappurple_cm036183.1	sspo_npx_cm039594.1	0.09891766524932354	H04	Chr04	4D	Chr04
soff_lappurple_cm036181.1	sspo_npx_cm039594.1	0.09734061310602284	F04	Chr04	4D	Chr04
sspo_npx_cm039595.1	sspo_npx_cm039595.1	1.0	5A	Chr05	5A	Chr05
sspo_npx_cm039598.1	sspo_npx_cm039595.1	0.16741434387000795	5D	Chr05	5A	Chr05
sspo_npx_cm039597.1	sspo_npx_cm039595.1	0.1673262642928844	5C	Chr05	5A	Chr05
sspo_npx_cm039596.1	sspo_npx_cm039595.1	0.16622508127870786	5B	Chr05	5A	Chr05
sspo_ap85441_cm010700.1	sspo_npx_cm039595.1	0.08436146349009901	5B	Chr05	5A	Chr05
soff_lappurple_cm036187.1	sspo_npx_cm039595.1	0.08424616610237004	D05	Chr05	5A	Chr05
soff_lappurple_cm036185.1	sspo_npx_cm039595.1	0.08332019549109254	B05	Chr05	5A	Chr05
sspo_ap85441_cm010701.1	sspo_npx_cm039595.1	0.08311911720147394	5C	Chr05	5A	Chr05
soff_lappurple_cm036186.1	sspo_npx_cm039595.1	0.08310403401245667	C05	Chr05	5A	Chr05
soff_lappurple_cm036184.1	sspo_npx_cm039595.1	0.08255639824163084	A05	Chr05	5A	Chr05
soff_lappurple_cm036188.1	sspo_npx_cm039595.1	0.08098629780026492	E05	Chr05	5A	Chr05
sspo_npx_cm039596.1	sspo_npx_cm039596.1	1.0	5B	Chr05	5B	Chr05
sspo_npx_cm039597.1	sspo_npx_cm039596.1	0.1726941878760945	5C	Chr05	5B	Chr05
sspo_npx_cm039598.1	sspo_npx_cm039596.1	0.17064695097839502	5D	Chr05	5B	Chr05
sspo_npx_cm039595.1	sspo_npx_cm039596.1	0.16622508127870786	5A	Chr05	5B	Chr05
soff_lappurple_cm036185.1	sspo_npx_cm039596.1	0.08833907804972845	B05	Chr05	5B	Chr05
soff_lappurple_cm036187.1	sspo_npx_cm039596.1	0.0871694417238002	D05	Chr05	5B	Chr05
soff_lappurple_cm036188.1	sspo_npx_cm039596.1	0.08554342173686948	E05	Chr05	5B	Chr05
soff_lappurple_cm036186.1	sspo_npx_cm039596.1	0.08511272936723442	C05	Chr05	5B	Chr05
soff_lappurple_cm036189.1	sspo_npx_cm039596.1	0.08477908066470091	F05	Chr05	5B	Chr05
soff_lappurple_cm036184.1	sspo_npx_cm039596.1	0.08417508417508418	A05	Chr05	5B	Chr05
sspo_ap85441_cm010700.1	sspo_npx_cm039596.1	0.08210457099589527	5B	Chr05	5B	Chr05
sspo_ap85441_cm010701.1	sspo_npx_cm039596.1	0.0810056428859331	5C	Chr05	5B	Chr05
sspo_ap85441_cm010699.1	sspo_npx_cm039596.1	0.08010300089135387	5A	Chr05	5B	Chr05
sspo_npx_cm039597.1	sspo_npx_cm039597.1	1.0	5C	Chr05	5C	Chr05
sspo_npx_cm039596.1	sspo_npx_cm039597.1	0.1726941878760945	5B	Chr05	5C	Chr05
sspo_npx_cm039598.1	sspo_npx_cm039597.1	0.17106111628573475	5D	Chr05	5C	Chr05
sspo_npx_cm039595.1	sspo_npx_cm039597.1	0.1673262642928844	5A	Chr05	5C	Chr05
soff_lappurple_cm036187.1	sspo_npx_cm039597.1	0.0863460559245095	D05	Chr05	5C	Chr05
soff_lappurple_cm036185.1	sspo_npx_cm039597.1	0.08594528628089088	B05	Chr05	5C	Chr05
soff_lappurple_cm036189.1	sspo_npx_cm039597.1	0.0854197516801458	F05	Chr05	5C	Chr05
soff_lappurple_cm036186.1	sspo_npx_cm039597.1	0.08485413613960303	C05	Chr05	5C	Chr05
soff_lappurple_cm036188.1	sspo_npx_cm039597.1	0.08428097407344919	E05	Chr05	5C	Chr05
soff_lappurple_cm036184.1	sspo_npx_cm039597.1	0.08192404761431608	A05	Chr05	5C	Chr05
sspo_ap85441_cm010701.1	sspo_npx_cm039597.1	0.08134278883821845	5C	Chr05	5C	Chr05
sspo_npx_cm039598.1	sspo_npx_cm039598.1	1.0	5D	Chr05	5D	Chr05
sspo_npx_cm039597.1	sspo_npx_cm039598.1	0.17106111628573475	5C	Chr05	5D	Chr05
sspo_npx_cm039596.1	sspo_npx_cm039598.1	0.17064695097839502	5B	Chr05	5D	Chr05
sspo_npx_cm039595.1	sspo_npx_cm039598.1	0.16741434387000795	5A	Chr05	5D	Chr05
soff_lappurple_cm036185.1	sspo_npx_cm039598.1	0.0847581529464322	B05	Chr05	5D	Chr05
soff_lappurple_cm036187.1	sspo_npx_cm039598.1	0.08474063182476702	D05	Chr05	5D	Chr05
soff_lappurple_cm036188.1	sspo_npx_cm039598.1	0.0834456575459406	E05	Chr05	5D	Chr05
soff_lappurple_cm036189.1	sspo_npx_cm039598.1	0.08227014755959138	F05	Chr05	5D	Chr05
soff_lappurple_cm036186.1	sspo_npx_cm039598.1	0.08194427421661152	C05	Chr05	5D	Chr05
soff_lappurple_cm036184.1	sspo_npx_cm039598.1	0.08069555901637718	A05	Chr05	5D	Chr05
sspo_ap85441_cm010701.1	sspo_npx_cm039598.1	0.08044858613114524	5C	Chr05	5D	Chr05
